post_uri,reply_uri,reply_author,reply_text,reply_createdAt
at://did:plc:bia7i3ktzmi7ynwgl6f372ew/app.bsky.feed.post/3lfvjmb6vvc2w,at://did:plc:7mdtt6y6rhqzixycjs2xffae/app.bsky.feed.post/3lfvjpk75ac2u,did:plc:7mdtt6y6rhqzixycjs2xffae,,2025-01-17T00:23:20.907Z
at://did:plc:bia7i3ktzmi7ynwgl6f372ew/app.bsky.feed.post/3lfvjhan6o22w,at://did:plc:o6ia7t6uo34kgcbg66vb2lfq/app.bsky.feed.post/3lfwcxbctjk27,did:plc:o6ia7t6uo34kgcbg66vb2lfq,"Yup. My hubs is part Palestinian. Despite what happened on 7 Oct (when Hamas broke the ceasefire), he wanted to send money to WB and spend app $50k on our house there. I was reluctant but ok’d it (that would cover new floors/loft in house here). After Nov election, I shut that down. Consequences.",2025-01-17T07:55:03.575Z
at://did:plc:ddtga6wopkvadideqdqamecp/app.bsky.feed.post/3lfvimgk57k2c,at://did:plc:rkvmsuzunvbw5xcwim6s5pnk/app.bsky.feed.post/3lfvke5vdm227,did:plc:rkvmsuzunvbw5xcwim6s5pnk,"He Certainly CAN win, but he resolutely decide to remain an independent who caucuses with the Dems and the Dems, inasmuch as they can, control who can get a nomination in the party which (I feel like you're not getting) is a private organization.  

If Bernie wants to be a Dem, he should be a Dem.",2025-01-17T00:34:52.648Z
at://did:plc:2fn64rwc3kzxlaeiltjzdjj5/app.bsky.feed.post/3lfvddjv33s2w,at://did:plc:ubvfztefteoevngfimyimhvk/app.bsky.feed.post/3lfvfgeqcs22x,did:plc:ubvfztefteoevngfimyimhvk,She's gone back into her coffin for another 4 years.,2025-01-16T23:06:38.468Z
at://did:plc:2fn64rwc3kzxlaeiltjzdjj5/app.bsky.feed.post/3lfvddjv33s2w,at://did:plc:gz6uxmhwqv264f3ua4dt6xmz/app.bsky.feed.post/3lfvevpm7tk2z,did:plc:gz6uxmhwqv264f3ua4dt6xmz,No shit.  Like if she cared so much?,2025-01-16T22:57:19.198Z
at://did:plc:2fn64rwc3kzxlaeiltjzdjj5/app.bsky.feed.post/3lfvddjv33s2w,at://did:plc:er4hoqkgma5vx4nvp7r5r77v/app.bsky.feed.post/3lfvdikrack2a,did:plc:er4hoqkgma5vx4nvp7r5r77v,Back in her burrow.,2025-01-16T22:32:04.171Z
at://did:plc:2fn64rwc3kzxlaeiltjzdjj5/app.bsky.feed.post/3lfvddjv33s2w,at://did:plc:6h66qydtvnx5iohqcdgi3ohz/app.bsky.feed.post/3lfvdievpdc2x,did:plc:6h66qydtvnx5iohqcdgi3ohz,They’ll call her back in 4 years…,2025-01-16T22:31:58.025Z
at://did:plc:mbu2nlo47zw6pf3mmddiml2c/app.bsky.feed.post/3lfvcvdrs4k2z,at://did:plc:sldlnavlthjyvzhadn3xzpnb/app.bsky.feed.post/3lfvdzxzzps26,did:plc:sldlnavlthjyvzhadn3xzpnb,Whether it’s a landslide or not - and I would argue 2 million more is a clear win - doesn’t change the fact that in a democracy you can’t argue against the will of idiots.,2025-01-16T22:41:48.516Z
at://did:plc:lzy35mvnif6fmbevsc2kxewf/app.bsky.feed.post/3lfv5innpac2m,at://did:plc:f6tlhrkryrjchfspa3bc2gez/app.bsky.feed.post/3lfv5lk7xa22h,did:plc:f6tlhrkryrjchfspa3bc2gez,"I don't hate him more than the American oligarchs & plutocrats- directly controlling my material existence.

Odd that you do, to be frank.",2025-01-16T20:46:21.817Z
at://did:plc:lzy35mvnif6fmbevsc2kxewf/app.bsky.feed.post/3lfuyfon5is2m,at://did:plc:f6tlhrkryrjchfspa3bc2gez/app.bsky.feed.post/3lfuyxwu4r22h,did:plc:f6tlhrkryrjchfspa3bc2gez,"Do you know anything about the Green party?

They are unaffiliated with any other Greens, anywhere. Even each other, in differing states.

Or, do you just know they earned votes your team counted as their own?

How dare THEY cast YOUR vote for a Green!",2025-01-16T19:23:49.005Z
at://did:plc:uqn52eb2kduibhybnygbi7vh/app.bsky.feed.post/3lfuxshhg5c2d,at://did:plc:czrfd5lpc2h4jlqlp75heop5/app.bsky.feed.post/3lfuxtukvkc2p,did:plc:czrfd5lpc2h4jlqlp75heop5,"At least I didn't vote for a genocider.
Can you say the same?",2025-01-16T19:03:38.645Z
at://did:plc:7qbd6akz5yb5oapz63fmqbcq/app.bsky.feed.post/3lfuxompbx22u,at://did:plc:gr3d6sp45opj3pvexfoupn3m/app.bsky.feed.post/3lfuxqrf32c25,did:plc:gr3d6sp45opj3pvexfoupn3m,I know - the point is that the genocide was a significant factor in many Arabs voting against Harris whether it was Trump or Stein,2025-01-16T19:01:54.646Z
at://did:plc:lzy35mvnif6fmbevsc2kxewf/app.bsky.feed.post/3lfuwj3zfx22m,at://did:plc:f6tlhrkryrjchfspa3bc2gez/app.bsky.feed.post/3lfuwscdbzc2u,did:plc:f6tlhrkryrjchfspa3bc2gez,"Yeah, I saw his opposition in 2016 & 2020 & 2024.

He campaigned harder than your candidates, for status quo.",2025-01-16T18:44:52.226Z
at://did:plc:e7llykklvesjxnl342jhxnsq/app.bsky.feed.post/3lfus5nznuk2m,at://did:plc:rtdr2rwfv62twqwrqqairl46/app.bsky.feed.post/3lfy55ppyxk24,did:plc:rtdr2rwfv62twqwrqqairl46,"She didn't need to be an important voice on the Left. She just needed enough to break off a chunk of the vote. Neither Biden or Harris were as vocal as Stein about the genocide, but who helped broker the ceasefire? Sure as fuck wasn't Stein. Now we're stuck with Trump. Idiot.",2025-01-18T01:16:37.038Z
at://did:plc:esqu73unljhq2feaush2v33j/app.bsky.feed.post/3lfuqlltlc22y,at://did:plc:3n4sb4hojzgouqsp2vzct7yb/app.bsky.feed.post/3lg6g5s4qfs2z,did:plc:3n4sb4hojzgouqsp2vzct7yb,Sorry for the inconvenience i was also scammed. But thank God I was able to recover my money through the help of Johnsoncybertech404@gmail.com i suggest you reach out to him for help,2025-01-20T13:13:41.659Z
at://did:plc:bev6dpyixurhslrijsweuh6c/app.bsky.feed.post/3lfuphgnldc2n,at://did:plc:cbndu4instmn4vhm2tbbgppe/app.bsky.feed.post/3lfupyqvuu22e,did:plc:cbndu4instmn4vhm2tbbgppe,"Gaza is flattened? What are you talking about? 
Terrorists invaded Israel. Israel defending themselves and are trying to recover the lives and dead bodies of the hostages for 466 days, sorry that this reality is upsetting for you Susie Sunshine.",2025-01-16T16:43:12.649Z
at://did:plc:bev6dpyixurhslrijsweuh6c/app.bsky.feed.post/3lfuphgnldc2n,at://did:plc:bev6dpyixurhslrijsweuh6c/app.bsky.feed.post/3lfur4mn5cs2j,did:plc:bev6dpyixurhslrijsweuh6c,"Perhaps I should have been more specific. Trump will be flattening Gaza for Trump. He wants the land, he's gonna take that land. The protestors played right into his hands...",2025-01-16T17:03:16.128Z
at://did:plc:qq3kqymzxvpdm33wrtgdrbkh/app.bsky.feed.post/3lfupe5wjwl2u,at://did:plc:qq3kqymzxvpdm33wrtgdrbkh/app.bsky.feed.post/3lfupmaaerd2u,did:plc:qq3kqymzxvpdm33wrtgdrbkh,Malcomb x spoke of blacks who betray their own. Who sold out. As well as white liberals. In a way only a non white straight man like me fare not as I'm anti racist anti zionist anti fascist. Can't be tolerant of any intolerance. Including the patriarchy,2025-01-16T16:36:12.514Z
at://did:plc:aniz6ox5xsbeo3dw6zvi2d7o/app.bsky.feed.post/3lfuo7ni7p22q,at://did:plc:zgwfidue4axwbpt6zzwqruqs/app.bsky.feed.post/3lfuomflaek2e,did:plc:zgwfidue4axwbpt6zzwqruqs,"Ah, so idiot it is then.",2025-01-16T16:18:24.371Z
at://did:plc:r57wqr2a6owlymp5sibyzhlq/app.bsky.feed.post/3lfunlcfeu22k,at://did:plc:r57wqr2a6owlymp5sibyzhlq/app.bsky.feed.post/3lfunncbpsc2k,did:plc:r57wqr2a6owlymp5sibyzhlq,All you want but they are the only party that have been doing the work to help the American people. But the disinformation and the misinformation has overshadowed it.,2025-01-16T16:01:00.725Z
at://did:plc:hb33cd5uj5xhuhmwb7zcmllo/app.bsky.feed.post/3lfunbatcms2c,at://did:plc:klyuuqm4nis7rjldrp7qlfnc/app.bsky.feed.post/3lfuuclzgfc2e,did:plc:klyuuqm4nis7rjldrp7qlfnc,"My point is that at least these third party voters made what was in their eyes an informed decision. Although I may not agree with thier politics, at the end of the day they dragged their asses to polls and performed their civic duty. The non voters on the other hand couldn't even be bother to try.",2025-01-16T18:00:18.034Z
at://did:plc:mgbfzldr3rf42rj7xs6mtk2r/app.bsky.feed.post/3lfukaec7ec2p,at://did:plc:y6z6vks2omkb4watlgvwbnvx/app.bsky.feed.post/3lfukjq7dr22w,did:plc:y6z6vks2omkb4watlgvwbnvx,"No it wouldn’t have, the third party vote in Michigan would not have flipped anything",2025-01-16T15:05:19.879Z
at://did:plc:yyjfvjppv26cduqqi3sbyk6f/app.bsky.feed.post/3lfuhd7xquk22,at://did:plc:v44kua2h4gasbvpl7t4hs6gf/app.bsky.feed.post/3lfujtvvyy227,did:plc:v44kua2h4gasbvpl7t4hs6gf,#FAFO,2025-01-16T14:53:07.672Z
at://did:plc:yyjfvjppv26cduqqi3sbyk6f/app.bsky.feed.post/3lfuhd7xquk22,at://did:plc:pzz6ncf4cyedqpj4owcbh4jn/app.bsky.feed.post/3lfuiz6e65s2j,did:plc:pzz6ncf4cyedqpj4owcbh4jn,Turkeys voting for Christmas. It's quite a habit these days.,2025-01-16T14:38:10.555Z
at://did:plc:yyjfvjppv26cduqqi3sbyk6f/app.bsky.feed.post/3lfuhd7xquk22,at://did:plc:hdkhwnxl2l5r7l467t2itbxs/app.bsky.feed.post/3lfuowh6jns26,did:plc:hdkhwnxl2l5r7l467t2itbxs,Sounds like Harris screwed up then,2025-01-16T16:24:01.596Z
at://did:plc:aniz6ox5xsbeo3dw6zvi2d7o/app.bsky.feed.post/3lfueam6ubc2i,at://did:plc:nrfuzvcgxyovjkb2srlqsszv/app.bsky.feed.post/3lfulxixjw22h,did:plc:nrfuzvcgxyovjkb2srlqsszv,Thanks for contributing to the election of the orange man!,2025-01-16T15:30:55.793Z
at://did:plc:aniz6ox5xsbeo3dw6zvi2d7o/app.bsky.feed.post/3lfueam6ubc2i,at://did:plc:b663jcvz46uafipk4l5gz263/app.bsky.feed.post/3lfuehmr75s2n,did:plc:b663jcvz46uafipk4l5gz263,QED,2025-01-16T13:16:46.716Z
at://did:plc:aniz6ox5xsbeo3dw6zvi2d7o/app.bsky.feed.post/3lfuc3su6as2i,at://did:plc:nku5zpugq64fckx4f7a3kmkj/app.bsky.feed.post/3lfuojfwuq22h,did:plc:nku5zpugq64fckx4f7a3kmkj,"Lol, stein. I bet all your sources are already talking about how trump ""isn't that bad"" aren't they?

You'll be gop by 28. 

Big talk from a guy who didn't notice he was on the russian proapganda pipeline. Lolol",2025-01-16T16:16:44.089Z
at://did:plc:aniz6ox5xsbeo3dw6zvi2d7o/app.bsky.feed.post/3lfuc3su6as2i,at://did:plc:bzwcw7lywva5wc2icucgofeq/app.bsky.feed.post/3lfuc66rw7c25,did:plc:bzwcw7lywva5wc2icucgofeq,"Stein is a Russian plant, everyone can see that shit. Thanks for throwing your vote away and still selling US out👍",2025-01-16T12:35:42.585Z
at://did:plc:rtdr2rwfv62twqwrqqairl46/app.bsky.feed.post/3lfu4wng2b22a,at://did:plc:e7llykklvesjxnl342jhxnsq/app.bsky.feed.post/3lfus5nznuk2m,did:plc:e7llykklvesjxnl342jhxnsq,"Lol, pure fantasy. Jill Stein is not an important voice on the American left, and no one needed her or Russia to realize that genocide in Gaza was a red line. All Harris needed to do was to take another line than Biden, but the AIPAC and J-Street money must flow.",2025-01-16T17:21:44.883Z
at://did:plc:ewzvlyybnek755q5jluwoxko/app.bsky.feed.post/3lfu2kuebgc2p,at://did:plc:cgk4ptkk7k4h5vjwyba4ocb6/app.bsky.feed.post/3lfvrc4s7oc2i,did:plc:cgk4ptkk7k4h5vjwyba4ocb6,Why's she a Putin pawn?,2025-01-17T02:39:00.582Z
at://did:plc:6zsy7glv2a7mw2ollrfr2bi2/app.bsky.feed.post/3lfttbzzgws2g,at://did:plc:uriarmqvowsvetn73ex5xymp/app.bsky.feed.post/3lftveabno22t,did:plc:uriarmqvowsvetn73ex5xymp,"No, none of those are evidence. They are circumstantial and would not stand up in court. I know this because a Senate hearing found them to be baseless.

Please, don’t consider a career in the law unless you improve your understanding of these basic concepts. You honestly are bad at this.",2025-01-16T08:46:26.830Z
at://did:plc:uriarmqvowsvetn73ex5xymp/app.bsky.feed.post/3lftrwr7e5s23,at://did:plc:6zsy7glv2a7mw2ollrfr2bi2/app.bsky.feed.post/3lftsb7kryk2g,did:plc:6zsy7glv2a7mw2ollrfr2bi2,I've debunked every one of your talking points.,2025-01-16T07:51:04.195Z
at://did:plc:uriarmqvowsvetn73ex5xymp/app.bsky.feed.post/3lftrnu5uhk23,at://did:plc:uriarmqvowsvetn73ex5xymp/app.bsky.feed.post/3lftrpgkb5c23,did:plc:uriarmqvowsvetn73ex5xymp,"2. For what I believe is the 5th or 6th time, the 🇦🇺 political system is the complete opposite to the 🇺🇸 example you are pushing. You have refused to acknowledge that this is the truth.
…",2025-01-16T07:41:07.537Z
at://did:plc:uriarmqvowsvetn73ex5xymp/app.bsky.feed.post/3lftrnu5uhk23,at://did:plc:6zsy7glv2a7mw2ollrfr2bi2/app.bsky.feed.post/3lftrs3l3kc2g,did:plc:6zsy7glv2a7mw2ollrfr2bi2,The Greens.,2025-01-16T07:42:36.694Z
at://did:plc:6zsy7glv2a7mw2ollrfr2bi2/app.bsky.feed.post/3lftmzwkgls2g,at://did:plc:uriarmqvowsvetn73ex5xymp/app.bsky.feed.post/3lftrnu5uhk23,did:plc:uriarmqvowsvetn73ex5xymp,"To be clear:

1. You are the one who brought Jill Stein to the discussion, not me. I was talking about the Australian Greens.
…",2025-01-16T07:40:14.696Z
at://did:plc:mwvgptidb7on4fyubyj7jhdq/app.bsky.feed.post/3lfteypzd7k2s,at://did:plc:zcdm3lkkhgtgwj7657lvnk4q/app.bsky.feed.post/3lftlod6vxk2u,did:plc:zcdm3lkkhgtgwj7657lvnk4q,"Voting for Jill Stein, a Putin's asset, is voting for Trump. We learned this in 2016! 2016 all over again, except things are much, much worse this time. I am terrified for the country.",2025-01-16T05:53:08.015Z
at://did:plc:mwvgptidb7on4fyubyj7jhdq/app.bsky.feed.post/3lfteypzd7k2s,at://did:plc:hwmbvup2jkftpfxxxkluhafq/app.bsky.feed.post/3lfur4ydoo22x,did:plc:hwmbvup2jkftpfxxxkluhafq,"I know someone who did that in 2016 and regretted not listening to me.

Jill and her VP were destroyed in an interview with Medhi Hasan.

I always tell people. 1 of the 2 will win.

The other problem is some people also think that 4 yr rest will always be there.  A facist autocracy has no 3 yr reset",2025-01-16T17:03:28.401Z
at://did:plc:mwvgptidb7on4fyubyj7jhdq/app.bsky.feed.post/3lfteypzd7k2s,at://did:plc:aehew4txmg4rrr77vfox667v/app.bsky.feed.post/3lftg4pho7s2r,did:plc:aehew4txmg4rrr77vfox667v,Especially not Jill Stein who is a Russian asset,2025-01-16T04:13:48.196Z
at://did:plc:wjag33rq25arzhpztb2avglj/app.bsky.feed.post/3lfte3jh46s2r,at://did:plc:okgnh2leaxqcp3socm7kwptw/app.bsky.feed.post/3lftt4y3jnk2f,did:plc:okgnh2leaxqcp3socm7kwptw,"Two bodies, one soul.",2025-01-16T08:06:35.879Z
at://did:plc:zt5pcljtxtdh2plqsaqdqssb/app.bsky.feed.post/3lftc3x3ers2h,at://did:plc:55z56dhqbgd3pr2dxniqvtir/app.bsky.feed.post/3lftdkyjurc2t,did:plc:55z56dhqbgd3pr2dxniqvtir,a lot of people i know seem to have been pushed to one extreme or the other.,2025-01-16T03:28:06.241Z
at://did:plc:mjp24y5reknqhcxfjj6c6mqg/app.bsky.feed.post/3lftarjnbas2s,at://did:plc:2qvcmye4yxxsaf7hparl6eki/app.bsky.feed.post/3lftb4znk322t,did:plc:2qvcmye4yxxsaf7hparl6eki,"Yeah, they're not the same AT ALL. Jill will be MIA for the next 3 years while the country reels from 47, and she'll slink back out for the 2028 election just to be a contrarian disruptor and grift people. Until the EC is abolished via amendment, non big tent parties have zero chance. It's math.",2025-01-16T02:44:30.164Z
at://did:plc:zbn3nkgxmu4zbopazf7djgwp/app.bsky.feed.post/3lft3h2q45k24,at://did:plc:zbn3nkgxmu4zbopazf7djgwp/app.bsky.feed.post/3lft3mpgn6224,did:plc:zbn3nkgxmu4zbopazf7djgwp,"Anyway, I heard the panic and the screaming and lifted up the cam to try and catch it, battery crapped out, and by the time I got it sorted it was over. Went down there to see what was up and people said the van tried to rev through the crowd. I assumed they were afraid of being surrounded.",2025-01-16T01:05:53.873Z
at://did:plc:a6uk375enig5k5kt2t5ayxey/app.bsky.feed.post/3lft2b6ccu22p,at://did:plc:jiwr3z6ko6kfj7yhwv2uilvp/app.bsky.feed.post/3lft2cz5hls2q,did:plc:jiwr3z6ko6kfj7yhwv2uilvp,how does this work unless you are unaffected by those effects?,2025-01-16T00:42:34.772Z
at://did:plc:a6uk375enig5k5kt2t5ayxey/app.bsky.feed.post/3lfszgzt24k2p,at://did:plc:jiwr3z6ko6kfj7yhwv2uilvp/app.bsky.feed.post/3lfszisabp22q,did:plc:jiwr3z6ko6kfj7yhwv2uilvp,"damn, sounds like biden fucked up pretty bad to hsve lost that many votes",2025-01-16T00:27:55.109Z
at://did:plc:a6uk375enig5k5kt2t5ayxey/app.bsky.feed.post/3lfsz7tztf22p,at://did:plc:jiwr3z6ko6kfj7yhwv2uilvp/app.bsky.feed.post/3lfszawzpd22q,did:plc:jiwr3z6ko6kfj7yhwv2uilvp,every vote not cast for Trump was a vote for Kamala,2025-01-16T00:23:31.701Z
at://did:plc:a6uk375enig5k5kt2t5ayxey/app.bsky.feed.post/3lfswuxo7fs2p,at://did:plc:5bvz56zkimjmeb2pjt347lk7/app.bsky.feed.post/3lfsx4eiwws2h,did:plc:5bvz56zkimjmeb2pjt347lk7,Democrats sent a Jeffrey Epstein friend to Arab-American and Muslim populated areas to tell voters the people who look and worship like them deserved to die beside the Bible says so.,2025-01-15T23:45:10.576Z
at://did:plc:a6uk375enig5k5kt2t5ayxey/app.bsky.feed.post/3lfswuxo7fs2p,at://did:plc:2nk5lygtstuc2q66nc7u4s62/app.bsky.feed.post/3lfsxaazygc2c,did:plc:2nk5lygtstuc2q66nc7u4s62,"it is true that the popular vote is meaningless as long as we're hostage to the electoral college (which is just DEI for white people) and i definitely agree it cost them MI, we agree there

however i do think ""a stein vote is a trump vote"" is a false equivalency; votes are earned not owed",2025-01-15T23:47:21.158Z
at://did:plc:2qvcmye4yxxsaf7hparl6eki/app.bsky.feed.post/3lfsscrlh2k2o,at://did:plc:mjp24y5reknqhcxfjj6c6mqg/app.bsky.feed.post/3lfstj53a6k2x,did:plc:mjp24y5reknqhcxfjj6c6mqg,"Harris supports the genocide in Palestine. Trump clearly has dementia. I am be Canadian, but I know the Green Party would be a MUCH better bet than the Red and Blue parties who all they care about is getting funding from giant corporations.",2025-01-15T22:40:44.027Z
at://did:plc:2qvcmye4yxxsaf7hparl6eki/app.bsky.feed.post/3lfsscrlh2k2o,at://did:plc:6hw4xxqag2ulbmnhbbayrbzy/app.bsky.feed.post/3lfsu5s7yrs22,did:plc:6hw4xxqag2ulbmnhbbayrbzy,It's amazing how many Democrats think only their party can save America. The Democrats have just actively participated in Israel's genocide. Senior Democrats were more worried about their share portfolios than the country over the last 4 years.,2025-01-15T22:52:17.291Z
at://did:plc:okgnh2leaxqcp3socm7kwptw/app.bsky.feed.post/3lfsri6hxvk2s,at://did:plc:wjag33rq25arzhpztb2avglj/app.bsky.feed.post/3lfte3jh46s2r,did:plc:wjag33rq25arzhpztb2avglj,"The real question is, if Putin's body dies, but Jill Stein is still alive, will Putin go on living, or is it like between a Stark and their dire wolf? (More like a dire Chihuahua, but ...)",2025-01-16T03:37:20.847Z
at://did:plc:okgnh2leaxqcp3socm7kwptw/app.bsky.feed.post/3lfsri6hxvk2s,at://did:plc:ficp3prrcqf2vpl2zxmgcilj/app.bsky.feed.post/3lfsyztww7k2o,did:plc:ficp3prrcqf2vpl2zxmgcilj,Where will she stay in between elections?,2025-01-16T00:19:33.583Z
at://did:plc:okgnh2leaxqcp3socm7kwptw/app.bsky.feed.post/3lfsri6hxvk2s,at://did:plc:7u4r5ccmzc73nevv22fumc4r/app.bsky.feed.post/3lfsz3ugxzc2f,did:plc:7u4r5ccmzc73nevv22fumc4r,She'll just find another dictator to whore herself out to.,2025-01-16T00:20:41.218Z
at://did:plc:6zsy7glv2a7mw2ollrfr2bi2/app.bsky.feed.post/3lfsqtmt4e22p,at://did:plc:uriarmqvowsvetn73ex5xymp/app.bsky.feed.post/3lfsrjnmyxk2f,did:plc:uriarmqvowsvetn73ex5xymp,But sure. Nice attempt at a gotcha.,2025-01-15T22:05:13.897Z
at://did:plc:6zsy7glv2a7mw2ollrfr2bi2/app.bsky.feed.post/3lfsqtmt4e22p,at://did:plc:uriarmqvowsvetn73ex5xymp/app.bsky.feed.post/3lfsrgv2ulc2f,did:plc:uriarmqvowsvetn73ex5xymp,"Dude, it’s in the article. Did you read it? The Senate would likely investigate anyone who came in contact with Putin after the 2014 Crimea invasion. It’s also likely that there were plenty of troublemakers who made the same erroneous claims you are making and the Senate was forced to investigate.",2025-01-15T22:03:41.031Z
at://did:plc:opfelzkc6ld7vtpxw7grnqfw/app.bsky.feed.post/3lfspexobzk2o,at://did:plc:yriarordesrjdj35d4uris74/app.bsky.feed.post/3lfspgwcpms2n,did:plc:yriarordesrjdj35d4uris74,🤬,2025-01-15T21:27:54.856Z
at://did:plc:jfy2yd5wbodgmletqq2hmyv6/app.bsky.feed.post/3lfsov5kxzk27,at://did:plc:szypwbw7pm76g22km47fd2yb/app.bsky.feed.post/3lfsowunlds2x,did:plc:szypwbw7pm76g22km47fd2yb,You’re…not the brightest bulb are you,2025-01-15T21:18:56.244Z
at://did:plc:jfy2yd5wbodgmletqq2hmyv6/app.bsky.feed.post/3lfsorlnlok27,at://did:plc:szypwbw7pm76g22km47fd2yb/app.bsky.feed.post/3lfsovqxcmc2x,did:plc:szypwbw7pm76g22km47fd2yb,"Lmao, I voted for Harris for all the good it did her. Maybe you should work on your assumptions.",2025-01-15T21:18:18.813Z
at://did:plc:jfy2yd5wbodgmletqq2hmyv6/app.bsky.feed.post/3lfsoafsydk2l,at://did:plc:bdp4sr2szns36titjmtbxibv/app.bsky.feed.post/3lfsotjkw2d2h,did:plc:bdp4sr2szns36titjmtbxibv,"LOL. So you're likely a bit or a Troll, but sure. Everyone who actually watched Biden and Harris fund a Gen*cide and hasn't immediately forgotten is an RFK fan. OK Judy, go off. ✌️",2025-01-15T21:17:03.958Z
at://did:plc:x4pf4u5w3is3a3regzvjhvjg/app.bsky.feed.post/3lfslwrjsh222,at://did:plc:x4pf4u5w3is3a3regzvjhvjg/app.bsky.feed.post/3lfsm75wuzs22,did:plc:x4pf4u5w3is3a3regzvjhvjg,"Tragic, I know. I feel fucked up. But to me:
Harris: Fake Democrat corrupt crony corpo agent supporting genocide and nonbinary pronouns. 
Trump: Fascist corrupt crony corpo agent makes deals with world leaders + get rid of nonbinary pronouns. 
Both will fire Lina.

Suddenly: Trump looks better.",2025-01-15T20:29:53.196Z
at://did:plc:ht4kpqcjklc7rhmztshiuj42/app.bsky.feed.post/3lfskpy2qt222,at://did:plc:qivqrhwpit6y4xrlspv7fyn2/app.bsky.feed.post/3lfsksaofbc22,did:plc:qivqrhwpit6y4xrlspv7fyn2,"You genuinely, genuinely piss me off",2025-01-15T20:04:46.114Z
at://did:plc:k2zck736ux5jguaxvwwsj67z/app.bsky.feed.post/3lfskekraek2x,at://did:plc:pbakk2rfir2haniwu5llenag/app.bsky.feed.post/3lfskwibjsk2a,did:plc:pbakk2rfir2haniwu5llenag,Her agent's main task was to steal as much votes from Dems as possible,2025-01-15T20:07:08.298Z
at://did:plc:dzfe2idmk5ej7er2q6kppl7q/app.bsky.feed.post/3lfsjm54fac2x,at://did:plc:lzy35mvnif6fmbevsc2kxewf/app.bsky.feed.post/3lfsjruvdo22m,did:plc:lzy35mvnif6fmbevsc2kxewf,Stein and Bernie voters changed the electoral college result in 2016.  And we lost 3 SCOTUS seats and Roe v. Wade.,2025-01-15T19:46:40.016Z
at://did:plc:dzfe2idmk5ej7er2q6kppl7q/app.bsky.feed.post/3lfsjm54fac2x,at://did:plc:lzy35mvnif6fmbevsc2kxewf/app.bsky.feed.post/3lfsjotfcts2m,did:plc:lzy35mvnif6fmbevsc2kxewf,Yes they did.,2025-01-15T19:44:57.780Z
